23/01/2003,126.9800034
24/01/2003,126.9000015
27/01/2003,127.5899963
28/01/2003,128.4600067
29/01/2003,128.4600067
30/01/2003,128.2400055
31/01/2003,128.7899933
03/02/2003,129.1699982
04/02/2003,129.7599945
05/02/2003,130.4299927
06/02/2003,129.4499969
07/02/2003,129.8800049
10/02/2003,130.2700043
11/02/2003,129.8699951
12/02/2003,129.9799957
13/02/2003,129.9400024
14/02/2003,130.4499969
17/02/2003,129.8099976
18/02/2003,128.8600006
19/02/2003,127.1200027
20/02/2003,127.4899979
21/02/2003,128.0200043
24/02/2003,127
25/02/2003,127.6100006
26/02/2003,126.2200012
27/02/2003,126.4000015
28/02/2003,126.4599991
03/03/2003,127.5199966
04/03/2003,128.1799927
05/03/2003,128.6100006
06/03/2003,128.5800018
07/03/2003,128.7200012
10/03/2003,128.8699951
11/03/2003,129.0399933
12/03/2003,129.1999969
13/03/2003,129.0599976
14/03/2003,128.0800018
17/03/2003,127.2200012
18/03/2003,126.1299973
19/03/2003,126.1999969
20/03/2003,127.0599976
21/03/2003,127.5100021
24/03/2003,128.1300049
25/03/2003,128.5399933
26/03/2003,127.8499985
27/03/2003,128.3200073
28/03/2003,128.3200073
31/03/2003,129.3200073
01/04/2003,128.8000031
02/04/2003,128.9499969
03/04/2003,128.0099945
04/04/2003,128.4199982
07/04/2003,128.3899994
08/04/2003,128.0200043
09/04/2003,128.3000031
10/04/2003,129.3500061
11/04/2003,128.9400024
14/04/2003,129.5200043
15/04/2003,129.6399994
16/04/2003,129.8899994
17/04/2003,130.4499969
18/04/2003,130.0899963
21/04/2003,130.2799988
22/04/2003,130.9100037
23/04/2003,131.4499969
24/04/2003,131.9400024
25/04/2003,132.2299957
28/04/2003,132.6199951
29/04/2003,132.3399963
30/04/2003,132.6999969
01/05/2003,132.7700043
02/05/2003,133.2400055
05/05/2003,133.5299988
06/05/2003,133.75
07/05/2003,134.3399963
08/05/2003,132.1900024
09/05/2003,134.4499969
12/05/2003,135.4299927
13/05/2003,135.1999969
14/05/2003,134.6399994
15/05/2003,133.4499969
16/05/2003,132.5899963
19/05/2003,134.8200073
20/05/2003,136.4499969
21/05/2003,136.8500061
22/05/2003,136.8999939
23/05/2003,137.1000061
26/05/2003,138.2299957
27/05/2003,138.5899963
28/05/2003,138.5500031
29/05/2003,139.3600006
30/05/2003,140.5599976
02/06/2003,140.0500031
03/06/2003,139.3099976
04/06/2003,139.8300018
05/06/2003,138.4499969
06/06/2003,139.3899994
09/06/2003,138.8500061
10/06/2003,138.4100037
11/06/2003,137.4499969
12/06/2003,138.4499969
13/06/2003,138.4900055
16/06/2003,139.3099976
17/06/2003,139.0500031
18/06/2003,139.2200012
19/06/2003,137.8300018
20/06/2003,138.6999969
23/06/2003,137.2899933
24/06/2003,135.9600067
25/06/2003,135.5700073
26/06/2003,136.0800018
27/06/2003,136.4499969
30/06/2003,136.8200073
01/07/2003,137.8800049
02/07/2003,137.9400024
03/07/2003,136.2899933
04/07/2003,135.8399963
07/07/2003,135.4299927
08/07/2003,133.7599945
09/07/2003,133.8200073
10/07/2003,133.5899963
11/07/2003,133.6699982
14/07/2003,132.8399963
15/07/2003,132.7400055
16/07/2003,131.7700043
17/07/2003,132.5200043
18/07/2003,133.5099945
21/07/2003,133.5200043
22/07/2003,134.3699951
23/07/2003,134.7400055
24/07/2003,136.3800049
25/07/2003,136.5599976
28/07/2003,136.6900024
29/07/2003,137.2200012
30/07/2003,137.2100067
31/07/2003,136.4799957
01/08/2003,135.4400024
04/08/2003,135.3999939
05/08/2003,136.5700073
06/08/2003,136.6000061
07/08/2003,136.2400055
08/08/2003,135.5200043
11/08/2003,134.5700073
12/08/2003,134.6100006
13/08/2003,133.7200012
14/08/2003,134.7899933
15/08/2003,134.1000061
18/08/2003,134.1999969
19/08/2003,133.1100006
20/08/2003,132.0099945
21/08/2003,131.2700043
22/08/2003,128.8099976
25/08/2003,127.5299988
26/08/2003,126.9899979
27/08/2003,127.5599976
28/08/2003,127.6900024
29/08/2003,127.7600021
01/09/2003,128.2100067
02/09/2003,127.7900009
03/09/2003,125.9400024
04/09/2003,125.3600006
05/09/2003,127.7799988
08/09/2003,130.3999939
09/09/2003,129.0099945
10/09/2003,131.0899963
11/09/2003,131.0599976
12/09/2003,131.0200043
15/09/2003,132.0700073
16/09/2003,132.4700012
17/09/2003,129.8500061
18/09/2003,130.8999939
19/09/2003,129.6199951
22/09/2003,128.2700043
23/09/2003,128.6100006
24/09/2003,128.4199982
25/09/2003,128.4499969
26/09/2003,128.6600037
29/09/2003,127.75
30/09/2003,128.7299957
01/10/2003,129.8800049
02/10/2003,130.3600006
03/10/2003,129.5700073
06/10/2003,128.4600067
07/10/2003,129.9400024
08/10/2003,129.4299927
09/10/2003,129.4299927
10/10/2003,128.0200043
13/10/2003,128.0800018
14/10/2003,127.5199966
15/10/2003,127.6299973
16/10/2003,127.2900009
17/10/2003,127.25
20/10/2003,127.4000015
21/10/2003,128.2200012
22/10/2003,127.8199997
23/10/2003,128.7100067
24/10/2003,129.3600006
27/10/2003,127.6900024
28/10/2003,127.3099976
29/10/2003,126.1800003
30/10/2003,126.2200012
31/10/2003,126.3099976
03/11/2003,127.1399994
04/11/2003,126.9400024
05/11/2003,125.6999969
06/11/2003,125.5299988
07/11/2003,125.6800003
10/11/2003,126.0500031
11/11/2003,124.4800034
12/11/2003,125.2300034
13/11/2003,126.6200027
14/11/2003,126.8399963
17/11/2003,128.0800018
18/11/2003,128.0500031
19/11/2003,129.25
20/11/2003,129.75
21/11/2003,129.8099976
24/11/2003,129.6300049
25/11/2003,128.8500061
26/11/2003,128.8500061
27/11/2003,130.1000061
28/11/2003,130.1999969
01/12/2003,132.1600037
02/12/2003,130.6300049
03/12/2003,131.4100037
04/12/2003,131.2200012
05/12/2003,130.75
08/12/2003,130.8600006
09/12/2003,131.2200012
10/12/2003,131.1900024
11/12/2003,132.1199951
12/12/2003,132.0299988
15/12/2003,131.6999969
16/12/2003,132.6699982
17/12/2003,132.4400024
18/12/2003,133.1399994
19/12/2003,133.7100067
22/12/2003,133.2599945
23/12/2003,133.2700043
24/12/2003,133.1600037
25/12/2003,133.6000061
26/12/2003,133.4600067
29/12/2003,133.3899994
30/12/2003,133.6600037
31/12/2003,134.2100067
01/01/2004,135.1600037
02/01/2004,134.9900055
05/01/2004,135.1000061
06/01/2004,134.7799988
07/01/2004,135.1300049
08/01/2004,134.1699982
09/01/2004,135.6100006
12/01/2004,136.9700012
13/01/2004,135.8099976
14/01/2004,135.8099976
15/01/2004,134.4100037
16/01/2004,133.9499969
19/01/2004,132.0700073
20/01/2004,132.4400024
21/01/2004,134.6600037
22/01/2004,135.2100067
23/01/2004,135.0200043
26/01/2004,134.0899963
27/01/2004,132.7899933
28/01/2004,133.4400024
29/01/2004,132.0099945
30/01/2004,131.4499969
02/02/2004,131.7599945
03/02/2004,131.1799927
04/02/2004,132.2799988
05/02/2004,132.2200012
06/02/2004,132.6999969
09/02/2004,133.6999969
10/02/2004,134.3200073
11/02/2004,133.9100037
12/02/2004,135.1100006
13/02/2004,134.9299927
16/02/2004,134.2299957
17/02/2004,134.5700073
18/02/2004,135.8200073
19/02/2004,135.3300018
20/02/2004,136.4199982
23/02/2004,135.9700012
24/02/2004,136.1100006
25/02/2004,137.1499939
26/02/2004,136.1999969
27/02/2004,136.2899933
01/03/2004,136.7400055
02/03/2004,135.5899963
03/03/2004,134.3800049
04/03/2004,134.2100067
05/03/2004,135.6999969
08/03/2004,138.5500031
09/03/2004,138.3099976
10/03/2004,137.2599945
11/03/2004,135.6399994
12/03/2004,136.8000031
15/03/2004,135.3399963
16/03/2004,135.3500061
17/03/2004,133.1900024
18/03/2004,132.3800049
19/03/2004,132.2200012
22/03/2004,131.25
23/03/2004,131.75
24/03/2004,131.7400055
25/03/2004,129.1699982
26/03/2004,128.7599945
29/03/2004,127.5199966
30/03/2004,128.2899933
31/03/2004,128.8999939
01/04/2004,128.3200073
02/04/2004,128.2400055
05/04/2004,126.1399994
06/04/2004,126.2099991
07/04/2004,128.2799988
08/04/2004,127.9899979
09/04/2004,128.5299988
12/04/2004,128.5299988
13/04/2004,127.1399994
14/04/2004,127.4499969
15/04/2004,129.7899933
16/04/2004,129.6900024
19/04/2004,129.5500031
20/04/2004,129.6900024
21/04/2004,129.0299988
22/04/2004,129.1900024
23/04/2004,130.4499969
26/04/2004,128.7700043
27/04/2004,128.8399963
28/04/2004,130.6300049
29/04/2004,130.2700043
30/04/2004,131.4799957
03/05/2004,132.3999939
04/05/2004,131.4799957
05/05/2004,132.5700073
06/05/2004,132.2899933
07/05/2004,132.5299988
10/05/2004,133.4700012
11/05/2004,134.7100067
12/05/2004,134.2599945
13/05/2004,134.5899963
14/05/2004,135.2200012
17/05/2004,135.9900055
18/05/2004,137.5299988
19/05/2004,136.2299957
20/05/2004,135.4299927
21/05/2004,134.8000031
24/05/2004,134.8300018
25/05/2004,135.7100067
26/05/2004,135.2799988
27/05/2004,135.4499969
28/05/2004,136.2799988
31/05/2004,134.9900055
01/06/2004,133.5200043
02/06/2004,135.1600037
03/06/2004,134.1699982
04/06/2004,135.8500061
07/06/2004,136.6399994
08/06/2004,135.0399933
09/06/2004,134.2899933
10/06/2004,132.8699951
11/06/2004,132.2899933
14/06/2004,131.9700012
15/06/2004,133.8600006
16/06/2004,133.0700073
17/06/2004,132.1600037
18/06/2004,131.8200073
21/06/2004,131.9100037
22/06/2004,131.7899933
23/06/2004,132.3200073
24/06/2004,130.7899933
25/06/2004,130.4600067
28/06/2004,130.8699951
29/06/2004,131.5899963
30/06/2004,130.8699951
01/07/2004,132.6300049
02/07/2004,131.8800049
05/07/2004,133.4799957
06/07/2004,134.0700073
07/07/2004,134.3899994
08/07/2004,134.1999969
09/07/2004,134.9100037
12/07/2004,133.6199951
13/07/2004,134.3800049
14/07/2004,133.6799927
15/07/2004,135.1600037
16/07/2004,135.6100006
19/07/2004,135.4400024
20/07/2004,134.6900024
21/07/2004,133.8000031
22/07/2004,134.6900024
23/07/2004,134.5
26/07/2004,133.3300018
27/07/2004,133.3500061
28/07/2004,133.7400055
29/07/2004,134.5500031
30/07/2004,134.9100037
02/08/2004,133.9199982
03/08/2004,133.2599945
04/08/2004,133.3699951
05/08/2004,133.7799988
06/08/2004,134.6199951
09/08/2004,135.6000061
10/08/2004,135.7700043
11/08/2004,136.0599976
12/08/2004,135.3200073
